,content_id
790,11232
6683,11225
1132,11222
1276,11216
118,11214
2391,11213
3781,11213
4988,11211
2389,11211
2390,11210
10085,11209
10083,11209
10084,11209
10082,11209
268,11206
7893,11203
1206,11200
3751,11198
891,11197
487,11196
26516,11187
1286,11184
23336,11183
13605,11182
25401,11180
475,11163
317,11161
1295,11161
5974,11157
5355,11147
5975,11143
693,11139
8644,11137
671,11131
19,11127
10217,11127
7883,11122
945,11119
938,11115
1123,11114
3755,11111
9496,11109
18239,11102
5474,11100
650,11097
5450,11094
4202,11093
9395,11089
7871,11089
9107,11085
717,11078
5970,11075
1003,11074
192,11073
3880,11072
3476,11057
3474,11057
3475,11056
3207,11054
3209,11054
3208,11053
5986,11048
1572,11045
1571,11044
1573,11044
22362,11043
846,11042
2495,11039
2496,11038
2494,11037
5382,11032
5981,11030
9249,11016
836,11016
1375,11014
1258,11009
1147,11007
1231,11007
28921,11006
27115,11000
3233,10986
1287,10978
3231,10977
3232,10977
6725,10971
713,10965
5386,10961
6147,10961
1093,10957
6988,10954
6990,10954
6989,10954
6987,10954
6986,10954
8184,10950
53,10949
1028,10948
12811,10942
5375,10940
1162,10931
7687,10928
7688,10927
7684,10927
7685,10927
7686,10927
263,10923
5607,10922
16034,10922
6726,10912
4363,10910
1018,10909
8401,10909
4853,10907
6727,10907
6728,10906
135,10903
4781,10896
733,10896
4099,10895
7977,10891
1179,10890
1346,10890
5376,10878
321,10872
5164,10871
10717,10869
10718,10868
10716,10868
7963,10858
388,10857
916,10850
7869,10848
4811,10848
1086,10847
1153,10845
485,10844
801,10829
8402,10828
5440,10822
3713,10816
6042,10811
5358,10810
1923,10801
1922,10800
1924,10798
5443,10797
4754,10793
1077,10791
1257,10789
6069,10788
5171,10787
31589,10785
1281,10782
6715,10777
6716,10776
5426,10776
6713,10775
6714,10775
264,10769
2481,10769
5010,10766
1023,10764
2480,10760
2479,10756
6339,10756
283,10754
10481,10754
742,10750
5481,10749
565,10748
1880,10747
1882,10746
1881,10745
8641,10744
2408,10741
2409,10737
2407,10736
4077,10722
2049,10721
4033,10721
17124,10716
8706,10716
11254,10715
5892,10714
10419,10705
6032,10703
140,10702
1178,10697
2379,10689
1199,10688
4230,10687
2377,10684
7342,10684
7344,10684
7345,10683
7341,10683
2378,10683
7343,10682
5401,10682
336,10681
5436,10680
451,10680
4769,10679
11260,10678
528,10678
1091,10677
7891,10676
719,10670
1089,10667
5160,10665
6367,10664
9990,10658
4939,10657
8648,10653
33,10653
2501,10651
2502,10651
2500,10650
1177,10645
639,10641
6113,10635
5853,10635
777,10634
883,10628
3380,10620
3378,10620
3379,10620
3626,10620
5215,10608
4452,10605
884,10601
5969,10599
6697,10598
6700,10596
6699,10594
7947,10593
627,10592
6698,10591
5219,10577
4283,10577
411,10562
4477,10557
31613,10540
637,10537
6382,10536
1205,10535
3625,10530
6123,10528
903,10528
1115,10526
6795,10523
5163,10522
5666,10520
6793,10520
6794,10518
6796,10517
869,10515
3866,10512
4624,10502
467,10501
10418,10497
727,10497
1166,10490
8526,10489
529,10484
2713,10484
2714,10484
2715,10484
774,10483
6864,10477
655,10477
6862,10475
6861,10475
6863,10475
1293,10471
358,10471
4860,10459
10693,10459
10694,10459
10692,10458
1195,10456
1355,10455
558,10453
1264,10450
4778,10449
985,10447
2327,10444
34,10443
562,10437
716,10436
533,10436
9494,10435
261,10432
5942,10430
1387,10428
921,10420
251,10419
6480,10411
6127,10404
382,10401
8014,10399
8016,10399
8017,10399
8018,10397
8015,10397
6037,10389
826,10389
2817,10386
1732,10385
2816,10384
2815,10383
7980,10382
992,10381
16874,10378
5390,10377
1730,10374
10422,10373
8608,10369
561,10369
5529,10367
3760,10357
3720,10357
1066,10356
4800,10356
6188,10353
5625,10351
416,10350
5651,10349
3684,10349
448,10348
4720,10343
1015,10342
7912,10334
1037,10334
14942,10332
2702,10328
9503,10328
2703,10326
2701,10323
6345,10321
9974,10314
776,10312
6138,10310
677,10307
927,10306
5830,10306
8471,10306
6128,10297
4679,10289
503,10280
1623,10280
5369,10278
4291,10278
9174,10278
1622,10278
1624,10276
8395,10275
3702,10274
5310,10272
8646,10264
105,10263
4690,10260
445,10255
4045,10245
4544,10245
511,10243
141,10243
1300,10241
8642,10240
2263,10234
9835,10233
2264,10233
4195,10233
2265,10231
3906,10225
230,10221
6341,10220
794,10220
10052,10219
7267,10215
7269,10214
7265,10214
4171,10214
7266,10214
7268,10212
168,10208
8811,10206
1196,10203
585,10202
8531,10201
13660,10196
5444,10188
4367,10186
241,10179
1198,10169
5788,10163
1203,10162
2685,10159
4831,10159
8399,10158
3124,10157
3125,10157
2684,10156
5985,10156
2683,10155
796,10152
5274,10144
669,10142
375,10140
3722,10139
7517,10137
7516,10137
1229,10136
9277,10136
5194,10132
2923,10130
2922,10130
2924,10130
4250,10127
188,10124
3618,10122
1157,10114
1057,10113
4046,10111
4010,10105
849,10103
8611,10096
9500,10096
2551,10087
2553,10087
2552,10087
1013,10085
300,10084
1381,10078
5400,10077
6112,10073
3634,10071
1183,10071
3270,10065
3272,10064
3271,10063
925,10063
9077,10062
1590,10059
1591,10056
1589,10053
2299,10051
4192,10050
8469,10047
4758,10044
2180,10032
2181,10030
5014,10029
1112,10021
539,10020
596,10020
8397,10017
5791,10016
1621,10014
30207,10014
1620,10012
1059,10011
1619,10011
641,10006
8394,9999
1280,9997
2086,9986
2085,9984
9087,9980
10386,9980
7975,9973
11337,9973
6045,9967
10405,9962
5793,9959
2950,9955
2951,9953
5631,9952
4535,9951
1038,9951
2949,9950
1005,9950
7911,9950
779,9946
792,9945
531,9935
5900,9927
6478,9925
8497,9918
5464,9917
1146,9917
860,9911
1072,9905
6049,9904
5248,9903
9492,9898
2154,9897
5965,9897
5399,9896
2155,9896
2153,9895
6608,9894
974,9893
6605,9893
6607,9891
6606,9891
6682,9891
3887,9887
4076,9887
5957,9886
1380,9879
624,9878
4378,9872
682,9870
888,9868
928,9867
2282,9866
5968,9863
31657,9857
2421,9856
6397,9855
10488,9855
2420,9848
658,9847
8513,9845
2419,9841
1386,9838
548,9834
3638,9833
4019,9833
6137,9828
6473,9827
9227,9824
287,9823
8634,9821
8639,9821
32168,9820
7878,9817
8760,9816
657,9812
47,9809
5409,9806
1121,9803
8633,9795
1149,9792
6681,9791
3772,9785
895,9785
2361,9783
2360,9783
6742,9782
2359,9782
6744,9781
6743,9781
6741,9781
885,9781
581,9779
8654,9777
226,9774
2489,9773
2488,9770
2490,9770
8750,9767
224,9766
5453,9764
998,9757
6006,9757
1377,9756
470,9749
6135,9749
4954,9747
527,9745
603,9744
952,9742
129,9732
8612,9728
5,9727
571,9721
780,9720
5919,9718
5372,9716
6076,9715
5217,9714
4695,9700
752,9700
5193,9696
594,9695
4668,9689
5963,9688
9580,9684
5393,9684
9233,9679
9554,9673
4038,9671
394,9670
2384,9666
2385,9666
2383,9663
1887,9661
4841,9660
28455,9659
203,9652
4674,9652
9479,9649
10040,9641
1275,9640
119,9637
24758,9630
9493,9628
9700,9626
444,9623
9093,9621
949,9620
3733,9614
6837,9613
6838,9613
6839,9613
6840,9613
166,9609
9301,9601
95,9590
5051,9585
5613,9582
5988,9577
839,9569
8636,9568
5962,9566
5003,9552
10640,9550
7631,9549
7632,9549
2027,9534
2029,9534
2028,9534
5011,9534
614,9531
9487,9521
3790,9517
718,9517
4986,9515
8640,9515
113,9512
8637,9511
1299,9509
8528,9509
670,9506
3933,9503
54,9500
598,9492
1137,9492
13379,9486
3718,9486
4264,9482
577,9482
1164,9479
1143,9472
2053,9463
2051,9463
2052,9463
931,9457
5299,9456
4181,9450
2363,9446
686,9444
2362,9442
2364,9442
2637,9440
4448,9439
2636,9437
2635,9436
4693,9434
8693,9433
497,9432
6484,9429
6482,9427
6483,9427
4426,9427
4812,9423
7484,9420
7485,9420
7486,9420
7487,9419
7488,9419
3612,9417
4054,9413
631,9406
1041,9399
391,9391
6944,9389
6942,9389
6943,9389
8351,9388
6941,9388
5509,9388
6940,9388
106,9385
4990,9384
9480,9384
1710,9381
692,9378
1709,9376
8613,9374
520,9374
1711,9373
827,9373
5575,9368
10638,9353
5445,9353
223,9351
1828,9350
1863,9347
1864,9346
1862,9346
1789,9345
8725,9345
1787,9343
1827,9342
1788,9342
1826,9339
613,9339
9491,9334
612,9324
6146,9322
862,9318
9035,9317
2567,9314
2568,9310
2566,9307
3723,9306
5956,9305
7913,9297
9776,9295
1017,9287
6476,9284
8500,9282
3408,9275
3409,9275
3410,9274
471,9270
2487,9265
2485,9265
2486,9265
2642,9263
2643,9263
2641,9263
21597,9261
1082,9256
36,9255
5458,9254
9481,9254
5288,9254
5573,9254
1312,9246
254,9236
247,9234
197,9232
989,9231
11426,9231
10455,9229
4415,9228
4514,9228
6468,9227
1305,9223
893,9217
5415,9208
8716,9207
3782,9207
2571,9203
2570,9202
2569,9200
2016,9193
2017,9193
2015,9192
5556,9190
1376,9183
8614,9183
630,9182
9490,9181
480,9174
1116,9172
911,9172
9715,9172
9059,9171
8539,9166
267,9163
11421,9162
8227,9157
7917,9155
902,9153
10032,9146
5978,9145
722,9143
343,9142
3699,9136
4093,9123
6462,9122
181,9120
1561,9119
1559,9118
1560,9118
900,9115
9058,9114
982,9112
10675,9108
4000,9105
1581,9101
635,9101
1582,9099
1580,9099
705,9098
973,9098
6161,9092
4138,9092
75,9091
1320,9085
830,9077
9034,9076
9925,9067
4027,9066
10576,9060
1241,9055
8638,9051
289,9049
8225,9048
8484,9046
2381,9046
2382,9045
2380,9045
3917,9044
8800,9039
5945,9033
592,9031
6395,9030
26,9024
6052,9023
71,9017
3458,9011
3457,9011
3138,9010
3139,9010
3140,9010
3456,9010
8200,9008
1331,9006
10725,9003
1034,9003
10726,9002
10727,9001
10650,8993
13,8991
1042,8984
9489,8981
150,8977
10139,8976
10138,8976
10137,8976
10136,8976
6323,8972
11280,8970
9474,8966
550,8965
10280,8961
10283,8961
10282,8961
10281,8960
1211,8957
495,8955
7887,8954
6655,8953
3876,8951
708,8946
844,8940
629,8939
6386,8936
7957,8935
9501,8933
3473,8927
8011,8927
3471,8924
145,8922
6034,8921
5491,8921
3472,8921
619,8918
10397,8914
6424,8911
4770,8908
9498,8906
4511,8906
2190,8904
2188,8903
2189,8903
3742,8900
5454,8894
4004,8892
3540,8891
3541,8890
1063,8889
3542,8886
8534,8884
143,8883
10928,8882
6334,8881
8722,8874
4757,8866
1282,8866
6470,8861
9026,8860
5435,8859
8535,8855
10042,8854
10045,8854
10044,8854
10043,8854
4783,8854
8548,8853
6111,8852
867,8846
964,8846
10393,8840
5292,8836
1261,8835
10657,8831
252,8830
8024,8830
8028,8829
8025,8829
1098,8829
8026,8829
8027,8829
3842,8826
1593,8822
1094,8821
32,8820
1592,8819
1594,8818
6671,8816
10742,8816
125,8809
4375,8806
5449,8805
1607,8802
4303,8801
1609,8798
1608,8797
810,8791
9502,8788
8533,8786
8781,8784
7866,8781
7010,8780
8488,8778
4302,8777
4701,8777
5973,8772
7150,8771
7152,8771
4866,8771
7151,8770
1048,8769
2918,8763
8400,8762
3215,8762
1760,8761
1761,8760
3214,8759
3213,8758
3647,8756
1762,8755
5047,8755
10681,8744
5991,8740
431,8738
10273,8732
10272,8732
10274,8732
10275,8731
8525,8730
8635,8719
366,8713
6342,8710
578,8707
9221,8704
4493,8702
3431,8700
1209,8699
6724,8696
67,8696
3430,8695
2857,8694
3429,8693
3719,8691
196,8680
1092,8678
8833,8676
8553,8675
8530,8674
3913,8674
8610,8674
5637,8674
5195,8670
9047,8660
3851,8659
10573,8658
6723,8656
5548,8656
2024,8653
2026,8652
2025,8652
6722,8650
6721,8645
3771,8645
10545,8641
8552,8636
1150,8636
7785,8633
10494,8631
5428,8627
43,8622
5437,8622
8406,8621
10646,8618
1122,8618
11183,8614
4023,8609
491,8609
10426,8606
1298,8601
313,8598
10543,8597
6466,8594
1222,8588
9075,8584
2771,8584
2288,8583
8819,8582
2287,8582
5027,8582
2289,8582
890,8579
7006,8573
7007,8572
7009,8572
1724,8570
373,8570
1725,8569
1726,8568
1876,8567
1875,8565
1874,8565
3869,8557
6050,8555
7895,8552
1076,8551
1356,8550
8721,8550
1556,8548
1558,8547
1557,8546
3788,8546
879,8544
3697,8540
4044,8535
8,8535
1327,8534
1602,8533
1603,8532
1601,8532
7771,8527
7774,8527
7772,8527
8493,8527
10041,8526
4503,8526
7770,8526
7773,8526
10038,8525
10039,8525
4753,8512
9061,8510
205,8509
99,8506
17,8503
3306,8501
1219,8501
3307,8500
3308,8500
4088,8497
1214,8494
10612,8489
10429,8488
851,8488
127,8478
7886,8476
4268,8475
1340,8461
7788,8453
7789,8453
7787,8453
7786,8453
4075,8451
2164,8439
2163,8438
2162,8435
1354,8432
4062,8430
1208,8417
8607,8411
2582,8411
8630,8411
2581,8410
2583,8410
9253,8408
732,8407
913,8401
6133,8400
7640,8400
2864,8400
2863,8400
7638,8399
7639,8399
2862,8399
9129,8399
10496,8394
6687,8382
2277,8373
2276,8373
2275,8371
84,8368
784,8367
1216,8365
687,8360
2240,8358
30,8355
2241,8355
5423,8354
2239,8353
7879,8350
5019,8350
5555,8349
2395,8346
2396,8346
2403,8344
2397,8344
3424,8340
2402,8339
3425,8339
2401,8339
3423,8336
5068,8333
10124,8331
10125,8330
10126,8330
3068,8328
4604,8327
3066,8324
3067,8323
9088,8322
3765,8322
8503,8321
9085,8318
5838,8316
23,8312
4203,8302
8824,8301
10492,8300
1045,8299
10571,8299
1529,8296
1530,8296
1531,8296
3861,8294
13639,8293
9998,8290
5782,8280
23262,8277
9042,8277
11231,8274
9455,8272
10603,8264
2627,8259
8465,8256
2628,8255
2626,8255
5849,8254
5652,8253
14323,8252
10460,8251
10431,8245
3735,8245
14931,8244
10585,8242
8728,8242
5260,8239
9699,8237
48,8237
1244,8234
3957,8230
8774,8228
1989,8225
1990,8218
276,8216
8631,8216
1220,8215
1988,8215
9472,8214
1371,8209
600,8208
2550,8204
10548,8203
2549,8201
2548,8201
726,8193
5447,8190
5697,8185
990,8184
11405,8184
1031,8181
2177,8180
2179,8179
2178,8178
198,8170
10441,8166
93,8164
8627,8163
8733,8163
132,8159
5333,8157
342,8156
9751,8153
9994,8151
6415,8150
922,8148
2784,8141
2783,8141
2782,8140
6324,8139
1001,8136
1597,8134
1596,8131
2369,8130
1595,8130
2353,8130
2370,8129
2355,8129
10470,8129
2368,8129
1986,8128
950,8125
2354,8124
1987,8123
1985,8121
5667,8121
1888,8120
1886,8119
6160,8118
2654,8112
2653,8112
2655,8112
7097,8109
9044,8107
4144,8105
7874,8105
10487,8104
811,8104
897,8100
315,8099
4008,8093
4071,8089
5882,8088
806,8087
5855,8082
3611,8081
7955,8079
7948,8075
1921,8075
1919,8075
1920,8074
514,8073
8527,8061
9499,8058
10673,8058
9057,8056
2961,8052
2962,8052
2963,8052
6122,8051
5413,8049
10031,8047
10029,8047
10030,8047
9027,8043
348,8041
8538,8038
4469,8034
8605,8031
32625,8031
9102,8030
1823,8027
1824,8027
1825,8024
1702,8022
1701,8021
4086,8021
1700,8020
4344,8018
10464,8017
8886,8013
32736,8013
9495,8012
6030,8009
10512,8007
2996,7996
2994,7993
8727,7993
2995,7993
408,7991
1933,7983
852,7983
8411,7983
1932,7982
1931,7982
9239,7979
10534,7975
4619,7971
2259,7971
8619,7970
2257,7968
2258,7968
2274,7962
9150,7962
2272,7962
2273,7962
6376,7961
7937,7960
339,7959
840,7959
6375,7947
3035,7945
38,7944
3033,7944
17199,7944
3034,7944
5939,7942
2559,7936
9071,7936
2459,7935
7953,7935
7579,7934
2557,7932
7578,7932
9658,7931
7580,7931
2558,7931
788,7930
2460,7929
7261,7926
7260,7926
552,7926
7264,7926
7263,7925
7262,7924
4776,7923
9062,7923
2458,7923
1626,7922
1627,7921
1625,7918
9250,7913
5904,7912
10649,7910
7941,7906
5847,7901
9820,7900
7857,7896
10498,7893
9020,7889
5313,7888
833,7886
4205,7886
3111,7884
3730,7882
3112,7881
782,7879
1058,7879
10514,7874
1379,7869
4532,7867
4620,7866
5046,7864
797,7858
10459,7857
4805,7855
169,7840
10354,7839
23165,7831
35,7831
10046,7830
10047,7830
10049,7830
10048,7830
2939,7828
2938,7828
2937,7826
417,7825
9052,7822
4751,7821
8740,7820
5608,7819
7856,7815
8791,7812
6329,7812
4827,7807
1117,7802
5511,7799
2522,7796
5300,7795
1226,7792
7852,7792
2523,7791
2521,7790
5406,7784
380,7782
9078,7776
2107,7776
6075,7772
2106,7768
2105,7767
1395,7766
1978,7766
4971,7765
3761,7765
1976,7764
1977,7763
940,7761
9212,7756
8620,7749
2482,7747
2483,7745
2484,7743
3133,7740
3134,7740
436,7740
20307,7739
442,7738
3132,7737
10188,7734
5275,7734
10191,7734
10189,7734
10229,7734
10230,7734
10231,7734
10228,7734
10190,7732
9449,7730
5580,7727
29680,7726
1390,7725
8787,7725
7907,7723
1180,7723
3784,7718
1939,7715
856,7714
1243,7714
10613,7712
1938,7711
1937,7711
8523,7707
3357,7702
3359,7701
24250,7701
3358,7699
1155,7695
9242,7694
5251,7690
10391,7684
1167,7683
10438,7681
18091,7677
10105,7677
10102,7677
10103,7676
9856,7676
10104,7676
1319,7673
26921,7670
2757,7666
2756,7666
5771,7666
5408,7666
2755,7666
6409,7662
9695,7659
9457,7657
4647,7653
4263,7646
8803,7644
3658,7642
6423,7640
5414,7637
1647,7636
5357,7634
1646,7634
1648,7633
112,7626
5504,7625
478,7621
7191,7616
10436,7616
7192,7616
7193,7615
7194,7615
12469,7614
7190,7614
7095,7612
207,7612
7099,7611
330,7611
7096,7611
7098,7611
8537,7606
9240,7603
11171,7601
11173,7601
11172,7601
11174,7601
10469,7593
932,7591
22,7589
8529,7586
2418,7578
5784,7577
2416,7577
2417,7576
10643,7575
863,7564
899,7554
10591,7552
18862,7544
1857,7541
570,7539
10633,7538
472,7538
57,7537
1000,7532
44,7529
1858,7527
117,7527
1856,7525
15858,7523
1382,7522
136,7522
5465,7521
10475,7518
6294,7515
4239,7505
3890,7502
4989,7501
1767,7500
1768,7499
1766,7498
6129,7496
10021,7496
10022,7496
10023,7496
10024,7496
8618,7493
4666,7493
3923,7490
5967,7484
3900,7481
6081,7479
1577,7475
5037,7475
1847,7474
1578,7474
1579,7473
1849,7473
765,7473
1848,7472
8720,7470
9961,7469
3614,7467
1966,7459
9800,7457
1965,7455
1964,7454
5224,7454
8609,7447
10741,7445
10740,7445
10062,7444
10064,7444
10065,7444
10063,7444
4516,7443
40,7439
6327,7439
3086,7438
3084,7438
3085,7438
1800,7437
7889,7437
1723,7435
1799,7435
1801,7435
1316,7434
2161,7433
2159,7432
2160,7432
1343,7431
1722,7430
1721,7429
10622,7428
46,7425
9041,7424
770,7423
2602,7421
2604,7421
2603,7419
4136,7417
9159,7416
9415,7416
8375,7412
2061,7411
2062,7410
2060,7410
3509,7409
4972,7408
10615,7408
3507,7407
3508,7406
3962,7406
3860,7402
2149,7402
1665,7400
2148,7399
1664,7399
1666,7399
1,7398
2147,7398
1182,7395
9497,7394
2448,7392
812,7392
8606,7392
2447,7390
2692,7390
2694,7390
2693,7389
73,7388
2446,7387
9942,7378
5395,7377
2681,7376
2680,7376
10389,7375
2682,7375
1269,7373
5844,7368
1139,7366
10503,7358
3942,7357
8815,7354
10730,7352
10728,7352
10729,7352
425,7351
7875,7351
10463,7349
523,7346
6321,7346
6312,7342
1633,7340
1632,7339
1631,7339
190,7337
9136,7337
2846,7336
2847,7336
5889,7336
2845,7336
8334,7335
2168,7334
8140,7333
8141,7333
8142,7333
8143,7333
8139,7333
2170,7332
10550,7331
9936,7331
2169,7331
1504,7329
1503,7328
1502,7328
4069,7327
4262,7323
2279,7323
2280,7322
10509,7322
1197,7322
2043,7320
2044,7319
9229,7318
2042,7317
97,7311
3061,7306
3088,7304
3089,7304
3087,7304
10458,7303
3062,7303
3060,7302
8616,7302
8754,7302
4631,7298
512,7295
9822,7291
6141,7288
9241,7287
5632,7285
1301,7283
10629,7281
7496,7280
7494,7280
7497,7280
5524,7280
7498,7280
7495,7279
10570,7278
3905,7272
10564,7271
10602,7267
4310,7261
6171,7261
7931,7260
673,7260
4804,7259
5617,7251
162,7246
8550,7245
785,7244
4267,7242
7855,7241
4213,7235
4050,7235
1084,7226
3036,7226
8546,7226
3037,7225
3038,7225
11486,7224
20474,7221
898,7219
9029,7218
9247,7218
2807,7215
2808,7215
2806,7215
5095,7215
10304,7214
10306,7214
10305,7214
10307,7214
519,7212
6408,7206
521,7205
5647,7204
7929,7197
9255,7193
179,7193
1090,7192
8551,7191
10524,7188
4390,7187
6452,7184
5854,7183
4959,7179
9231,7176
6193,7174
10180,7171
6008,7171
8755,7171
689,7169
987,7167
23841,7167
3193,7162
3192,7160
3194,7159
4246,7153
7986,7151
7885,7146
2281,7146
10467,7145
2283,7145
6313,7144
10461,7138
2629,7136
2631,7136
8000,7135
8625,7133
2630,7133
4333,7131
5554,7128
10394,7128
133,7128
10586,7127
3485,7124
5381,7123
667,7123
3483,7120
3484,7117
68,7117
4221,7116
5031,7115
2705,7115
767,7115
2706,7115
2704,7115
3757,7108
10621,7102
2356,7098
2358,7098
356,7098
2357,7096
1254,7093
3716,7091
5252,7091
8761,7087
312,7087
1102,7086
11431,7080
9632,7076
1963,7075
1961,7074
1962,7074
3651,7072
1151,7072
2444,7071
3695,7071
2443,7071
8907,7071
2445,7069
3787,7069
6680,7069
5398,7067
1171,7065
4286,7064
9254,7061
2424,7059
2422,7058
2423,7058
10601,7053
10690,7052
10691,7052
10689,7052
8536,7051
79,7051
4983,7047
1575,7039
1574,7039
1576,7039
7274,7037
7272,7037
7273,7037
7271,7037
7270,7037
5695,7036
6142,7035
1705,7035
2376,7035
2375,7034
2374,7033
1703,7033
1853,7032
1855,7032
7952,7031
1854,7031
1704,7031
9106,7030
9246,7029
10542,7025
7923,7024
3394,7023
2194,7023
3393,7022
3395,7022
2195,7022
2196,7022
8453,7019
2765,7019
2764,7019
2766,7019
8712,7018
10424,7013
3050,7007
3048,7006
3049,7006
5204,7001
6340,7000
9053,6998
102,6998
31595,6998
3506,6997
9210,6996
3505,6996
3504,6995
8724,6995
6432,6994
6336,6992
681,6991
10605,6987
3404,6985
3402,6985
3403,6985
8626,6984
6532,6980
6529,6980
6530,6980
10520,6980
6531,6980
10239,6974
10238,6974
10237,6974
10236,6974
2040,6968
452,6967
9235,6967
2039,6963
2041,6963
3452,6962
3451,6962
9987,6962
3450,6961
3154,6955
473,6955
3155,6954
5964,6954
5549,6953
848,6951
10645,6950
1681,6949
9547,6949
1680,6948
1679,6948
10508,6946
1351,6943
2071,6943
10595,6942
2070,6942
2069,6940
1941,6939
1942,6936
1940,6936
5883,6932
8789,6931
1852,6931
1851,6931
1850,6931
2929,6931
2928,6928
567,6927
912,6926
7982,6925
2930,6924
9484,6921
10533,6920
9100,6918
20791,6916
4285,6915
2625,6912
2623,6910
2624,6910
2676,6908
2201,6908
2200,6908
2202,6908
2674,6906
2675,6906
0,6903
1434,6893
1433,6893
1435,6892
3726,6891
6824,6888
6821,6888
6822,6888
6823,6888
6428,6885
6189,6885
1201,6885
4442,6885
5654,6884
800,6884
6109,6878
9072,6874
1079,6872
2322,6871
486,6871
2320,6871
2321,6871
8160,6869
8161,6869
8163,6869
8159,6869
8162,6868
10485,6868
9466,6868
2822,6867
2823,6867
2821,6865
623,6863
8810,6859
10000,6856
7400,6854
3343,6854
10423,6854
7396,6853
7398,6852
7399,6852
3023,6852
3021,6852
5056,6852
3022,6852
10407,6851
7397,6851
8185,6850
2198,6845
2197,6845
2199,6845
3268,6840
3269,6840
3344,6839
3267,6838
3342,6835
9213,6828
228,6826
2293,6825
3151,6825
2295,6824
2294,6824
3152,6824
10398,6823
3150,6823
9080,6820
9244,6820
2367,6814
8541,6812
781,6812
2366,6812
2365,6812
5869,6808
344,6806
3105,6803
3106,6803
3107,6803
1536,6801
1535,6801
1537,6800
11713,6796
8718,6794
246,6792
10066,6790
10069,6790
10067,6790
10068,6790
9572,6790
3281,6787
8522,6787
3280,6786
8590,6785
1394,6784
676,6783
10572,6783
3279,6783
10060,6780
10059,6780
10061,6780
10058,6780
4669,6776
988,6776
5635,6773
5899,6770
3846,6768
8487,6764
5276,6762
10577,6762
7918,6759
10435,6755
10596,6755
3442,6750
3443,6749
10620,6749
8524,6749
10660,6749
3441,6748
1440,6747
1439,6744
1441,6744
3224,6742
9682,6741
3223,6740
3222,6739
10679,6737
4623,6737
6150,6736
966,6733
6288,6731
9252,6730
8572,6730
3654,6730
3918,6728
5304,6728
5360,6724
4148,6723
517,6719
6039,6719
3696,6719
9399,6714
8010,6712
1130,6712
80,6712
5201,6711
10471,6707
6320,6706
450,6705
569,6702
9068,6702
8532,6700
8752,6697
10484,6695
9570,6695
10268,6694
10269,6694
11,6694
10271,6694
4756,6694
10270,6694
8074,6688
9056,6687
1099,6687
3943,6686
8075,6685
8076,6685
6652,6684
8077,6684
10703,6683
10701,6682
10702,6682
4487,6682
2037,6681
9094,6681
10412,6681
10156,6680
10158,6680
10157,6680
10159,6680
10501,6680
2036,6679
2038,6679
8078,6676
10707,6674
10708,6674
10709,6674
10462,6670
8202,6669
513,6665
8545,6661
1127,6661
1900,6661
1899,6659
7902,6659
1898,6659
9243,6656
7881,6656
10017,6652
10018,6652
10019,6651
10020,6651
10553,6651
8731,6650
5048,6649
3741,6648
1046,6647
3712,6646
2394,6643
2393,6643
6322,6641
2392,6638
8770,6638
9039,6638
2980,6636
151,6636
2979,6636
2981,6636
9557,6633
3889,6633
4838,6632
155,6632
508,6629
10652,6629
479,6627
1027,6625
9236,6624
1588,6622
1586,6622
1587,6622
557,6621
9874,6620
4140,6619
8776,6619
679,6615
1168,6612
11207,6612
9065,6611
19184,6611
2183,6609
2184,6609
2182,6607
3904,6603
23815,6598
9461,6594
10308,6593
10309,6593
10311,6593
10310,6593
7925,6593
11299,6586
2518,6580
2520,6580
2519,6579
9486,6578
3924,6576
10634,6576
5578,6572
10151,6571
10148,6571
10149,6571
10150,6571
2429,6570
2428,6569
3745,6568
2430,6568
5921,6567
10532,6565
3881,6562
8843,6561
573,6559
6347,6559
3052,6557
3051,6557
3053,6557
1370,6555
1361,6555
4814,6555
3340,6554
3341,6553
3339,6552
10525,6551
4479,6550
10579,6541
504,6541
70,6537
1783,6536
2849,6536
1782,6536
2333,6535
1781,6535
2332,6534
2334,6533
5858,6533
167,6533
2848,6530
2850,6530
8986,6528
5049,6526
3886,6525
3029,6525
10647,6524
3028,6521
3027,6520
3630,6519
2890,6517
2891,6517
9144,6516
2889,6514
5044,6514
3898,6513
9055,6509
2697,6506
8617,6506
2696,6505
2695,6505
6524,6504
6522,6504
6521,6504
7461,6503
7460,6503
10583,6503
7463,6503
7462,6503
3910,6503
6523,6503
3885,6502
1397,6501
10388,6501
618,6499
1283,6499
314,6498
1770,6498
1769,6496
1771,6496
9014,6496
4468,6495
3615,6490
6417,6490
5092,6480
10588,6476
6017,6471
8896,6470
1541,6469
1543,6466
6479,6466
10395,6466
1542,6466
1816,6465
4220,6464
5439,6463
1814,6462
1815,6462
10644,6462
9808,6461
4289,6461
3895,6459
7780,6456
7784,6455
7781,6455
9579,6455
7782,6455
7783,6455
9169,6452
5832,6451
4964,6451
10554,6450
10556,6449
6407,6449
9200,6448
8792,6445
1555,6445
1554,6444
9098,6444
1553,6444
5630,6443
96,6441
3844,6441
10594,6438
9225,6438
2256,6436
2303,6434
2304,6433
66,6433
2255,6432
2254,6432
2302,6432
4051,6432
10206,6431
10207,6431
10205,6431
10204,6431
5493,6429
10574,6429
10434,6428
10610,6424
9705,6422
4191,6419
2457,6417
2455,6414
2456,6414
9096,6412
4488,6408
10035,6405
10034,6405
10037,6404
10036,6404
